MSSV,HoTen,Lop,DiemToan,DiemLy,DiemHoa,DiemTB,VangPercent,XepLoai
SV1176,Nguyen Anh Dat,23DTH1A,7.89,8.16,7.5,7.85,12.3,Gioi
SV1177,Huynh Huu Giang,23DTH1B,6.46,6.44,5.69,6.2,0,Kha
SV1178,Ho Kim Nga,23DTH1C,4.97,5.43,4.91,5.1,15.9,Trung binh
SV1179,Tran Thuy Van,23DTH1D,5.92,4.59,4.55,5.02,16.8,Trung binh
SV1180,Nguyen Huong Oanh,23DTH2A,4.46,4.25,4.21,4.31,0,Trung binh
SV1181,Le Thi Phuong,23DTH2B,6.93,5.47,6.55,6.32,8.2,Kha
SV1182,Tran Anh Tuan,23DTH2C,5.95,5.27,5.26,5.49,13.9,Trung binh
SV1183,Dang Thuy Phuong,23DTH2D,7.19,7.78,8.51,7.83,16.1,Gioi
SV1184,Huynh Hoang Viet,23DTH1A,6.21,6.46,6.17,6.28,12.2,Kha
SV1185,Dang Thuy Phuong,23DTH1B,6.7,6.3,7.15,6.72,12.2,Kha
SV1186,Dang Hoang Minh,23DTH1C,1.92,3.4,2.96,2.76,20.0,Yeu
SV1187,Vu My Hoa,23DTH1D,9.86,8.24,8.65,8.92,5.8,Xuat sac
SV1188,Huynh Thuy Trang,23DTH2A,6.92,6.73,5.93,6.53,15.5,Kha
SV1189,Nguyen Huu Thanh,23DTH2B,8.9,8.85,7.49,8.41,12.2,Gioi
SV1190,Vu Van Tuan,23DTH2C,5.29,6.31,7.23,6.28,18.7,Kha
SV1191,Tran Thanh Hoa,23DTH2D,5.71,5.59,6.07,5.79,13.7,Kha
SV1192,Nguyen Thi Thao,23DTH1A,6.85,7.11,7.71,7.22,8.9,Gioi
SV1193,Duong Trung Dat,23DTH1B,5.67,4.89,6.05,5.54,17.1,Kha
SV1194,Hoang Thi Linh,23DTH1C,7.5,7.91,7.34,7.58,20.0,Gioi
SV1195,Ho Hoang Phuc,23DTH1D,8.46,7.94,7.84,8.08,18.9,Gioi
SV1196,Huynh My An,23DTH2A,5.38,6.01,5.1,5.5,18.5,Kha
SV1197,Huynh Duc Cuong,23DTH2B,5.4,4.09,4.49,4.66,12.6,Trung binh
SV1198,Ho Hoang Phong,23DTH2C,7.3,7.89,8.07,7.75,3.8,Gioi
SV1199,Tran Gia An,23DTH2D,7.29,6.96,7.42,7.22,21.3,Gioi
SV1200,Dang Lan Lan,23DTH1A,8.34,10,8.58,8.97,8.0,Xuat sac
SV1201,Tran Bich Duyen,23DTH1B,6.07,4.93,5.79,5.6,8.8,Kha
SV1202,Tran Duc Nam,23DTH1C,3.44,4.24,3.83,3.84,17.0,Yeu
SV1203,Pham Hoang Dung,23DTH1D,6.53,4.83,5.86,5.74,12.9,Kha
SV1204,Phan Duc Binh,23DTH2A,4.72,3.89,4.46,4.36,8.3,Trung binh
SV1205,Le Trung Quan,23DTH2B,9.31,8.48,8.26,8.68,0,Xuat sac
SV1206,Hoang Minh Khoa,23DTH2C,4.91,6.69,5.27,5.62,6.4,Kha
SV1207,Pham My Giang,23DTH2D,5.18,4.54,5.41,5.04,0,Trung binh
SV1208,Tran Hoang Quan,23DTH1A,7.31,6.25,6.33,6.63,10.4,Kha
SV1209,Ngo Ngoc Chi,23DTH1B,9.34,9.39,7.82,8.85,11.2,Xuat sac
SV1210,Phan My Linh,23DTH1C,6.85,7.91,6.99,7.25,1.3,Gioi
SV1211,Ho Trung Thanh,23DTH1D,6.7,7.68,6.63,7.0,2.8,Gioi
SV1212,Dang Thuy Yen,23DTH2A,6.81,6.96,7.54,7.1,15.6,Gioi
SV1213,Huynh Anh Thanh,23DTH2B,5.8,5.97,5.6,5.79,10.2,Kha
SV1214,Phan Duc Thanh,23DTH2C,8.62,9.47,8.72,8.94,1.0,Xuat sac
SV1215,Duong Quoc An,23DTH2D,7.78,8.13,7.97,7.96,3.7,Gioi
SV1216,Vu My Chi,23DTH1A,5.99,6.0,5.0,5.66,7.4,Kha
SV1217,Nguyen Thu Van,23DTH1B,7.21,6.7,7.08,7.0,0.3,Gioi
SV1218,Ngo Ngoc Ha,23DTH1C,5.22,5.62,6.52,5.79,13.4,Kha
SV1219,Tran Thi An,23DTH1D,6.47,7.16,7.88,7.17,18.0,Gioi
SV1220,Vo Cong Phuc,23DTH2A,6.13,6.15,6.2,6.16,18.6,Kha
SV1221,Do Huu Viet,23DTH2B,3.72,3.52,4.81,4.02,0.8,Trung binh
SV1222,Tran Kim Yen,23DTH2C,7.07,6.14,6.05,6.42,16.1,Kha
SV1223,Huynh Hoang Binh,23DTH2D,8.2,7.39,7.53,7.71,4.5,Gioi
SV1224,Dang Thanh Nhi,23DTH1A,4.96,5.68,5.51,5.38,9.2,Trung binh
SV1225,Le Thuy Lan,23DTH1B,4.91,4.65,3.36,4.31,13.5,Trung binh
SV1226,Ho My An,23DTH1C,6.7,6.95,7.2,6.95,18.1,Kha
SV1227,Dang Thuy Oanh,23DTH1D,7.79,8.33,7.84,7.99,11.6,Gioi
SV1228,Nguyen Gia Tuan,23DTH2A,7.54,5.91,4.62,6.02,22.3,Kha
SV1229,Dang Hoang Dat,23DTH2B,6.01,6.85,4.87,5.91,16.6,Kha
SV1230,Huynh Trung Binh,23DTH2C,4.66,5.97,4.87,5.17,9.5,Trung binh
SV1231,Do Thanh Van,23DTH2D,7.34,7.68,5.87,6.96,0,Kha
SV1232,Phan Hoang Long,23DTH1A,9.14,8.34,8.24,8.57,9.3,Xuat sac
SV1233,Le Thanh Duyen,23DTH1B,4.62,4.13,4.17,4.31,1.4,Trung binh
SV1234,Duong Thuy Nga,23DTH1C,5.87,6.24,6.17,6.09,24.2,Kha
SV1235,Pham Hoang Viet,23DTH1D,5.17,5.78,6.05,5.67,8.1,Kha
SV1236,Ngo Trung Son,23DTH2A,2.47,2.48,3.84,2.93,15.2,Yeu
SV1237,Bui Huong Trang,23DTH2B,8.21,7.87,7.41,7.83,4.7,Gioi
SV1238,Ho Huong Thao,23DTH2C,7.45,8.46,8.77,8.23,7.9,Gioi
SV1239,Vo Thuy Nga,23DTH2D,7.89,6.75,7.85,7.5,8.8,Gioi
SV1240,Vu Ngoc Linh,23DTH1A,7.79,8.15,7.0,7.65,8.4,Gioi
SV1241,Phan Huu Khang,23DTH1B,7.91,7.96,7.83,7.9,27.1,Gioi
SV1242,Vu Bich Yen,23DTH1C,6.38,6.12,6.58,6.36,11.4,Kha
SV1243,Nguyen Thuy Nhi,23DTH1D,6.14,4.67,5.94,5.58,6.4,Kha
SV1244,Ho Huu Khoa,23DTH2A,6.48,6.79,8.13,7.13,18.7,Gioi
SV1245,Tran Thanh Linh,23DTH2B,5.45,6.62,6.83,6.3,23.7,Kha
SV1246,Nguyen Thanh Phuong,23DTH2C,6.39,6.9,8.16,7.15,25.4,Gioi
SV1247,Dang My Thao,23DTH2D,7.74,9.37,9.15,8.75,1.5,Xuat sac
SV1248,Nguyen Cong Phong,23DTH1A,7.09,5.64,5.79,6.17,23.7,Kha
SV1249,Ho Bich Van,23DTH1B,7.56,7.98,7.79,7.78,6.1,Gioi
SV1250,Vo Thanh Mai,23DTH1C,7.47,7.96,7.34,7.59,0,Gioi
SV1251,Nguyen Hoang Hai,23DTH1D,7.23,6.62,6.15,6.67,14.4,Kha
SV1252,Nguyen Huong Thao,23DTH2A,4.35,4.53,5.42,4.77,0,Trung binh
SV1253,Tran Huu Cuong,23DTH2B,6.99,6.26,6.5,6.58,15.7,Kha
SV1254,Pham Kim Ha,23DTH2C,5.84,6.67,7.13,6.55,0.7,Kha
SV1255,Bui Minh Long,23DTH2D,8.1,8.25,7.74,8.03,14.9,Gioi
SV1256,Vu Lan Uyen,23DTH1A,6.03,5.59,7.97,6.53,9.7,Kha
SV1257,Phan Lan Thao,23DTH1B,6.35,5.61,6.58,6.18,5.3,Kha
SV1258,Pham Minh Phong,23DTH1C,7.82,7.85,7.8,7.82,17.6,Gioi
SV1259,Bui Kim Chi,23DTH1D,7.96,7.63,7.74,7.78,6.2,Gioi
SV1260,Phan Thanh Thao,23DTH2A,6.58,6.08,6.74,6.47,23.7,Kha
SV1261,Pham Minh Viet,23DTH2B,8.53,7.94,7.19,7.89,13.0,Gioi
SV1262,Dang Anh Khoa,23DTH2C,4.62,4.93,4.54,4.7,0,Trung binh
SV1263,Hoang Thi Yen,23DTH2D,8.07,9.06,7.45,8.19,4.5,Gioi
SV1264,Duong Lan Phuong,23DTH1A,4.74,5.88,5.53,5.38,11.5,Trung binh
SV1265,Bui Anh Giang,23DTH1B,8.07,7.16,7.46,7.56,0,Gioi
SV1266,Bui Gia Tuan,23DTH1C,7.36,5.97,8.18,7.17,0,Gioi
SV1267,Ho Thu Linh,23DTH1D,3.39,3.43,4.76,3.86,15.2,Yeu
SV1268,Bui Ngoc Nhi,23DTH2A,3.33,3.11,2.85,3.1,0,Yeu
SV1269,Duong Thuy Chi,23DTH2B,4.06,4.04,3.6,3.9,3.1,Yeu
SV1270,Bui Huong Hoa,23DTH2C,5.48,5.14,5.12,5.25,14.8,Trung binh
SV1271,Huynh Bich Van,23DTH2D,3.0,2.17,2.61,2.59,12.3,Yeu
SV1272,Dang Ngoc Hoa,23DTH1A,8.2,7.63,6.41,7.41,14.6,Gioi
SV1273,Dang Cong Viet,23DTH1B,6.83,6.51,6.81,6.72,6.3,Kha
SV1274,Ngo Ngoc Lan,23DTH1C,8.28,7.85,9.12,8.42,11.7,Gioi
SV1275,Le Anh Hai,23DTH1D,6.35,6.3,5.49,6.05,0,Kha
SV1276,Pham Thi Mai,23DTH2A,7.07,8.09,7.96,7.71,1.7,Gioi
SV1277,Nguyen Hoang Thanh,23DTH2B,3.87,2.93,4.11,3.64,3.7,Yeu
SV1278,Ho Quoc Viet,23DTH2C,8.74,9.14,9.88,9.25,0,Xuat sac
SV1279,Do Thuy Chi,23DTH2D,6.35,4.85,5.5,5.57,5.0,Kha
SV1280,Do Thuy Oanh,23DTH1A,6.23,7.0,5.81,6.35,0,Kha
SV1281,Le Lan Lan,23DTH1B,7.49,8.71,7.97,8.06,9.8,Gioi
SV1282,Vu Quoc Giang,23DTH1C,5.67,5.12,5.21,5.33,8.2,Trung binh
SV1283,Bui Bich Trang,23DTH1D,6.33,6.27,6.1,6.23,18.5,Kha
SV1284,Duong Minh Giang,23DTH2A,7.69,5.93,5.18,6.27,26.4,Kha
SV1285,Dang Duc Minh,23DTH2B,4.17,3.99,4.94,4.37,17.9,Trung binh
SV1286,Le My Hoa,23DTH2C,6.85,8.41,7.6,7.62,0,Gioi
SV1287,Hoang Van Khang,23DTH2D,6.1,5.84,6.63,6.19,8.3,Kha
SV1288,Ho My Giang,23DTH1A,9.78,8.81,9.21,9.27,4.8,Xuat sac
SV1289,Hoang Cong Hung,23DTH1B,8.56,9.15,7.84,8.52,8.6,Xuat sac
SV1290,Phan Duc Khoa,23DTH1C,7.38,6.97,6.01,6.79,26.3,Kha
SV1291,Ngo Quoc Son,23DTH1D,7.78,8.01,8.22,8.0,0,Gioi
SV1292,Huynh Minh Viet,23DTH2A,3.09,3.16,3.67,3.31,15.1,Yeu
SV1293,Phan Kim Giang,23DTH2B,10,9.1,10,9.7,1.8,Xuat sac
SV1294,Nguyen Van Dung,23DTH2C,4.9,4.05,4.57,4.51,11.4,Trung binh
SV1295,Vo Van Viet,23DTH2D,5.85,5.6,6.9,6.12,5.8,Kha
SV1296,Nguyen Van Son,23DTH1A,6.5,6.69,7.19,6.79,20.4,Kha
SV1297,Duong Anh Son,23DTH1B,9.43,9.84,9.57,9.61,9.2,Xuat sac
SV1298,Ho Duc Nam,23DTH1C,5.84,4.68,5.3,5.27,11.0,Trung binh
SV1299,Tran Minh Khang,23DTH1D,9.94,9.57,8.72,9.41,1.4,Xuat sac
SV1300,Vo Kim Uyen,23DTH2A,8.15,8.34,6.35,7.61,10.7,Gioi
SV1301,Pham Ngoc Giang,23DTH2B,6.94,6.88,7.48,7.1,25.2,Gioi
SV1302,Bui Minh Dat,23DTH2C,3.99,1.44,2.3,2.58,8.4,Yeu
SV1303,Le Trung Son,23DTH2D,6.27,7.59,6.68,6.85,2.9,Kha
SV1304,Dang Trung Minh,23DTH1A,4.72,4.05,4.33,4.37,13.5,Trung binh
SV1305,Bui Minh Tuan,23DTH1B,4.16,6.61,5.55,5.44,16.8,Trung binh
SV1306,Dang Bich Duyen,23DTH1C,9.49,9.54,9.34,9.46,8.1,Xuat sac
SV1307,Huynh My Giang,23DTH1D,3.14,3.14,4.42,3.57,10.3,Yeu
SV1308,Le Thuy Trang,23DTH2A,6.12,7.74,7.64,7.17,7.2,Gioi
SV1309,Vo Anh Tuan,23DTH2B,6.98,6.92,6.69,6.86,21.2,Kha
SV1310,Ngo Ngoc Nga,23DTH2C,5.95,6.04,7.0,6.33,0.9,Kha
SV1311,Bui Kim Nga,23DTH2D,3.27,3.63,2.47,3.12,22.9,Yeu
SV1312,Le Thuy Nga,23DTH1A,7.66,7.76,7.43,7.62,21.2,Gioi
SV1313,Pham My Trang,23DTH1B,5.55,6.62,6.45,6.21,0,Kha
SV1314,Vu Thuy Phuong,23DTH1C,5.18,6.85,5.08,5.7,0,Kha
SV1315,Dang Gia Tuan,23DTH1D,3.06,3.66,3.4,3.37,7.9,Yeu
SV1316,Le Thuy Binh,23DTH2A,7.83,8.9,7.8,8.18,9.0,Gioi
SV1317,Ho Lan Trang,23DTH2B,3.68,2.22,2.94,2.95,13.7,Yeu
SV1318,Tran Duc Hung,23DTH2C,6.7,6.82,7.0,6.84,8.9,Kha
SV1319,Bui Hoang Thanh,23DTH2D,7.32,7.72,8.51,7.85,5.8,Gioi
SV1320,Pham Thu Lan,23DTH1A,5.67,5.73,5.33,5.58,10.3,Kha
SV1321,Ngo Quoc Phuc,23DTH1B,6.58,6.26,6.14,6.33,16.4,Kha
SV1322,Dang Van Tuan,23DTH1C,6.08,7.4,7.11,6.86,1.0,Kha
SV1323,Nguyen Cong An,23DTH1D,8.34,8.65,8.75,8.58,10.4,Xuat sac
SV1324,Ho Ngoc Nhi,23DTH2A,5.51,6.11,5.34,5.65,17.3,Kha
SV1325,Tran Ngoc Chi,23DTH2B,5.18,5.33,5.16,5.22,10.4,Trung binh
SV1326,Do Ngoc Nhi,23DTH2C,6.1,4.8,5.72,5.54,6.7,Kha
SV1327,Duong Trung Long,23DTH2D,9.29,9.44,8.24,8.99,0,Xuat sac
SV1328,Do Anh An,23DTH1A,6.67,7.38,7.7,7.25,1.6,Gioi
SV1329,Duong Thi Phuong,23DTH1B,7.52,7.23,8.13,7.63,10.8,Gioi
SV1330,Vo Thu Nga,23DTH1C,7.63,7.77,8.26,7.89,0,Gioi
SV1331,Ho Van Dat,23DTH1D,6.58,6.52,6.89,6.66,18.4,Kha
SV1332,Ngo Duc Nam,23DTH2A,6.58,7.09,6.98,6.88,16.4,Kha
SV1333,Huynh Kim Oanh,23DTH2B,5.88,6.44,6.92,6.41,26.3,Kha
SV1334,Tran Van Khang,23DTH2C,9.55,9.47,9.49,9.5,5.8,Xuat sac
SV1335,Ho Kim Duyen,23DTH2D,9.26,9.83,10,9.7,0,Xuat sac
SV1336,Nguyen Lan Yen,23DTH1A,6.99,7.14,7.53,7.22,5.2,Gioi
SV1337,Pham Duc Giang,23DTH1B,8.49,8.18,7.76,8.14,17.5,Gioi
SV1338,Le Kim Chi,23DTH1C,3.76,5.08,6.13,4.99,22.6,Trung binh
SV1339,Nguyen My Oanh,23DTH1D,6.44,6.9,7.32,6.89,12.1,Kha
SV1340,Bui Quoc Khang,23DTH2A,7.1,8.08,6.11,7.1,6.7,Gioi
SV1341,Vo Thanh Binh,23DTH2B,6.3,6.93,5.64,6.29,12.1,Kha
SV1342,Duong Huong Duyen,23DTH2C,6.76,6.26,5.66,6.23,28.0,Kha
SV1343,Nguyen Trung An,23DTH2D,9.02,8.66,7.61,8.43,13.7,Gioi
SV1344,Phan Trung Giang,23DTH1A,5.64,6.1,5.31,5.68,21.3,Kha
SV1345,Tran Anh An,23DTH1B,6.04,5.16,5.86,5.69,13.9,Kha
SV1346,Dang Minh Binh,23DTH1C,7.44,7.8,6.53,7.26,6.0,Gioi
SV1347,Nguyen Anh Thanh,23DTH1D,4.51,4.74,5.27,4.84,1.0,Trung binh
SV1348,Vo Quoc Binh,23DTH2A,6.04,6.2,6.0,6.08,16.2,Kha
SV1349,Phan Thi Binh,23DTH2B,4.64,4.14,4.75,4.51,6.5,Trung binh
SV1350,Vo Thanh Yen,23DTH2C,9.68,8.18,8.68,8.85,13.3,Xuat sac
SV1351,Ho Huong Duyen,23DTH2D,4.23,5.03,4.97,4.74,1.7,Trung binh
SV1352,Nguyen Huong Linh,23DTH1A,7.41,6.2,6.44,6.68,1.4,Kha
SV1353,Ngo Van Thanh,23DTH1B,8.12,7.47,7.74,7.78,17.5,Gioi
SV1354,Vo Huong Nhi,23DTH1C,5.33,4.6,6.61,5.51,11.3,Kha
SV1355,Nguyen Thu Chi,23DTH1D,7.68,7.98,9.2,8.29,9.7,Gioi
SV1356,Bui Thanh Mai,23DTH2A,6.46,6.69,5.22,6.12,23.8,Kha
SV1357,Le Duc An,23DTH2B,8.22,8.96,7.89,8.36,7.7,Gioi
SV1358,Hoang Duc Phong,23DTH2C,6.97,8.23,6.53,7.24,16.1,Gioi
SV1359,Ngo Thuy Giang,23DTH2D,4.2,3.43,4.08,3.9,0,Yeu
SV1360,Nguyen Kim Yen,23DTH1A,5.64,5.92,5.37,5.64,13.0,Kha
SV1361,Le Gia Minh,23DTH1B,7.66,8.3,7.87,7.94,5.9,Gioi
SV1362,Phan Ngoc Binh,23DTH1C,9.23,8.61,8.64,8.83,0,Xuat sac
SV1363,Pham Quoc Quan,23DTH1D,6.4,5.78,7.0,6.39,22.5,Kha
SV1364,Duong Kim Nga,23DTH2A,7.79,7.59,6.72,7.37,0,Gioi
SV1365,Ho Kim Hoa,23DTH2B,8.15,8.38,8.17,8.23,10.1,Gioi
SV1366,Vu Ngoc Yen,23DTH2C,7.02,5.75,5.77,6.18,14.6,Kha
SV1367,Le Thi Nhi,23DTH2D,5.71,6.06,6.07,5.95,8.1,Kha
SV1368,Vu Bich An,23DTH1A,3.66,2.84,2.21,2.9,12.3,Yeu
SV1369,Nguyen Ngoc Van,23DTH1B,6.98,6.04,7.41,6.81,8.8,Kha
SV1370,Bui Van Binh,23DTH1C,5.61,6.51,7.08,6.4,2.0,Kha
SV1371,Tran Duc Khang,23DTH1D,6.73,7.59,8.43,7.58,12.6,Gioi
SV1372,Duong Gia Cuong,23DTH2A,6.53,5.85,5.68,6.02,21.2,Kha
SV1373,Tran Anh Cuong,23DTH2B,7.33,5.96,5.79,6.36,0,Kha
SV1374,Vu Kim Nga,23DTH2C,8.78,9.37,8.36,8.84,14.0,Xuat sac
SV1375,Hoang Huong Thao,23DTH2D,5.06,4.07,4.77,4.63,12.3,Trung binh
SV1376,Phan Trung Phuc,23DTH1A,7.82,6.54,6.62,6.99,0,Kha
SV1377,Phan Kim Lan,23DTH1B,6.88,6.52,6.1,6.5,15.0,Kha
SV1378,Pham Huu Nam,23DTH1C,6.6,6.08,5.98,6.22,13.2,Kha
SV1379,Ngo Thu Ha,23DTH1D,7.66,5.46,6.98,6.7,5.0,Kha
SV1380,Ho Lan Lan,23DTH2A,6.33,6.57,6.88,6.59,0,Kha
SV1381,Vu Huong Thao,23DTH2B,5.49,5.97,5.23,5.56,23.1,Kha
SV1382,Do Thuy Oanh,23DTH2C,5.71,5.28,3.79,4.93,4.9,Trung binh
SV1383,Bui Ngoc Duyen,23DTH2D,5.1,5.91,6.31,5.77,7.9,Kha
SV1384,Dang Huong Quyen,23DTH1A,5.97,6.67,6.36,6.33,0,Kha
SV1385,Do Van Dung,23DTH1B,8.6,8.05,7.84,8.16,10.6,Gioi
SV1386,Pham Ngoc Yen,23DTH1C,7.97,8.93,7.49,8.13,2.7,Gioi
SV1387,Pham Huu An,23DTH1D,4.63,4.47,3.91,4.34,12.8,Trung binh
SV1388,Do Huu Khoa,23DTH2A,8.21,7.98,7.18,7.79,0.0,Gioi
SV1389,Bui Cong Binh,23DTH2B,8.94,8.81,9.14,8.96,18.6,Xuat sac
SV1390,Vo Gia Dat,23DTH2C,4.96,6.11,4.03,5.03,14.2,Trung binh
SV1391,Bui Gia Dat,23DTH2D,9.09,8.42,9.3,8.94,6.7,Xuat sac
SV1392,Vu Huong Lan,23DTH1A,8.9,9.92,7.71,8.84,9.3,Xuat sac
SV1393,Phan Lan Duyen,23DTH1B,6.82,5.18,5.88,5.96,22.7,Kha
SV1394,Pham My Giang,23DTH1C,4.79,5.17,4.66,4.87,17.3,Trung binh
SV1395,Vu Quoc Phuc,23DTH1D,5.75,6.54,6.03,6.11,2.0,Kha
SV1396,Nguyen Thanh Trang,23DTH2A,5.59,6.69,6.26,6.18,12.3,Kha
SV1397,Ngo Van Hai,23DTH2B,8.36,8.14,7.96,8.15,20.6,Gioi
SV1398,Dang Huong Nga,23DTH2C,8.71,9.22,8.17,8.7,0,Xuat sac
SV1399,Ho Kim Nga,23DTH2D,4.24,4.54,5.11,4.63,9.4,Trung binh
SV1400,Ho Trung Phong,23DTH1A,7.13,8.03,7.28,7.48,9.9,Gioi
SV1401,Huynh Thi Uyen,23DTH1B,6.78,5.88,6.2,6.29,20.6,Kha
SV1402,Vu Kim Nga,23DTH1C,8.25,7.42,6.7,7.46,18.1,Gioi
SV1403,Nguyen Thanh Quyen,23DTH1D,6.14,4.34,5.15,5.21,4.2,Trung binh
SV1404,Bui Quoc Minh,23DTH2A,5.64,6.4,6.76,6.27,4.8,Kha
SV1405,Vo My Oanh,23DTH2B,5.69,5.99,6.55,6.08,19.3,Kha
SV1406,Ngo Cong Tuan,23DTH2C,6.2,6.2,6.61,6.34,0,Kha
SV1407,Ngo Gia Son,23DTH2D,7.91,9.79,7.4,8.37,1.3,Gioi
SV1408,Pham Trung Khoa,23DTH1A,4.05,4.54,4.93,4.51,11.9,Trung binh
SV1409,Le Kim An,23DTH1B,7.98,7.37,8.26,7.87,5.2,Gioi
SV1410,Vu Lan Hoa,23DTH1C,6.73,7.21,6.43,6.79,0,Kha
SV1411,Duong Bich Lan,23DTH1D,8.69,7.79,8.41,8.3,22.2,Gioi
SV1412,Dang Anh Binh,23DTH2A,5.5,6.19,5.9,5.86,12.1,Kha
SV1413,Pham Ngoc Van,23DTH2B,7.84,7.11,8.03,7.66,3.2,Gioi
SV1414,Duong Hoang An,23DTH2C,8.73,9.51,9.93,9.39,11.3,Xuat sac
SV1415,Bui Bich An,23DTH2D,9.81,9.47,9.43,9.57,7.6,Xuat sac
SV1416,Dang Minh Cuong,23DTH1A,7.35,7.41,6.51,7.09,0,Gioi
SV1417,Tran Cong An,23DTH1B,7.43,7.24,8.33,7.67,16.4,Gioi
SV1418,Vu Van Khang,23DTH1C,6.97,5.15,7.21,6.44,6.0,Kha
SV1419,Do Quoc Cuong,23DTH1D,6.19,7.52,7.72,7.14,19.5,Gioi
SV1420,Duong Kim Linh,23DTH2A,5.53,6.47,5.58,5.86,5.1,Kha
SV1421,Le Ngoc Linh,23DTH2B,8.91,9.26,9.23,9.13,2.4,Xuat sac
SV1422,Ho Trung Hung,23DTH2C,4.05,3.77,3.64,3.82,20.5,Yeu
SV1423,Nguyen Gia Nam,23DTH2D,6.42,6.57,6.05,6.35,17.6,Kha
SV1424,Nguyen Cong Nam,23DTH1A,6.21,5.96,5.45,5.87,7.3,Kha
SV1425,Vu Quoc Minh,23DTH1B,7.11,7.31,7.75,7.39,10.6,Gioi
SV1426,Phan Thuy Hoa,23DTH1C,6.59,6.73,7.98,7.1,6.6,Gioi
SV1427,Duong Thi Giang,23DTH1D,6.79,7.2,6.01,6.67,7.7,Kha
SV1428,Ho Ngoc Nga,23DTH2A,4.78,5.04,5.43,5.08,16.2,Trung binh
SV1429,Bui Thu Mai,23DTH2B,5.07,4.95,6.07,5.36,7.3,Trung binh
SV1430,Pham Kim Mai,23DTH2C,7.78,8.01,7.06,7.62,19.8,Gioi
SV1431,Dang Huong Giang,23DTH2D,7.97,9.13,8.04,8.38,12.2,Gioi
SV1432,Huynh Duc Viet,23DTH1A,6.86,5.15,4.89,5.63,23.4,Kha
SV1433,Ho Van Thanh,23DTH1B,4.15,4.99,5.84,4.99,2.5,Trung binh
SV1434,Vo Duc Hai,23DTH1C,8.58,5.8,7.1,7.16,12.4,Gioi
SV1435,Phan Van Minh,23DTH1D,7.84,8.58,7.55,7.99,9.4,Gioi
SV1436,Do Huu Cuong,23DTH2A,6.15,5.65,6.05,5.95,19.1,Kha
SV1437,Vo Huong An,23DTH2B,7.05,8.22,8.37,7.88,0.6,Gioi
SV1438,Do Huu Giang,23DTH2C,7.12,8.28,8.48,7.96,6.4,Gioi
SV1439,Nguyen Thi An,23DTH2D,7.07,7.45,8.38,7.63,11.5,Gioi
SV1440,Duong Cong Phong,23DTH1A,7.1,7.39,6.96,7.15,3.5,Gioi
SV1441,Vo Duc Minh,23DTH1B,5.89,6.15,6.51,6.18,17.0,Kha
SV1442,Pham Bich Trang,23DTH1C,5.45,6.29,6.09,5.94,0,Kha
SV1443,Tran Thi Yen,23DTH1D,8.18,8.15,7.85,8.06,0,Gioi
SV1444,Pham Thi Linh,23DTH2A,7.05,5.4,6.69,6.38,21.2,Kha
SV1445,Bui Kim Oanh,23DTH2B,6.87,7.27,7.78,7.31,19.4,Gioi
SV1446,Vo Huong Oanh,23DTH2C,6.41,7.15,7.65,7.07,6.4,Gioi
SV1447,Le Ngoc Lan,23DTH2D,6.06,6.77,5.72,6.18,14.1,Kha
SV1448,Vo Lan Van,23DTH1A,8.2,9.43,9.38,9.0,12.2,Xuat sac
SV1449,Nguyen Trung Phuc,23DTH1B,7.93,7.03,7.36,7.44,4.9,Gioi
SV1450,Ho Trung Nam,23DTH1C,3.42,3.54,4.49,3.82,23.0,Yeu
SV1451,Do Minh Dat,23DTH1D,5.88,4.88,5.35,5.37,10.2,Trung binh
SV1452,Do Huu Giang,23DTH2A,8.28,8.3,7.16,7.91,5.3,Gioi
SV1453,Ngo Lan Quyen,23DTH2B,9.31,8.33,7.51,8.38,0,Gioi
SV1454,Ngo Huu Dat,23DTH2C,5.47,5.21,4.85,5.18,14.9,Trung binh
SV1455,Huynh Hoang Thanh,23DTH2D,6.63,6.97,7.94,7.18,0,Gioi
SV1456,Vu Anh Son,23DTH1A,8.39,9.79,8.81,9.0,14.8,Xuat sac
SV1457,Nguyen Van Binh,23DTH1B,7.38,6.77,7.06,7.07,0.9,Gioi
SV1458,Phan My Lan,23DTH1C,5.92,5.1,5.89,5.64,12.5,Kha
SV1459,Le My Mai,23DTH1D,8.46,8.45,7.56,8.16,21.8,Gioi
SV1460,Do Cong Phuc,23DTH2A,3.61,2.88,3.33,3.27,21.3,Yeu
SV1461,Phan Huu Binh,23DTH2B,8.84,8.32,7.8,8.32,6.6,Gioi
SV1462,Ho Anh Son,23DTH2C,8.0,8.37,7.99,8.12,17.6,Gioi
SV1463,Dang Kim Quyen,23DTH2D,4.29,4.15,4.57,4.34,16.1,Trung binh
SV1464,Duong My Thao,23DTH1A,6.82,7.05,7.58,7.15,21.3,Gioi
SV1465,Dang Kim Van,23DTH1B,9.87,9.17,9.18,9.41,3.3,Xuat sac
SV1466,Ho Thuy Linh,23DTH1C,4.1,4.55,3.4,4.02,8.3,Trung binh
SV1467,Pham Anh Hai,23DTH1D,6.8,8.0,7.35,7.38,8.4,Gioi
SV1468,Vo Bich Ha,23DTH2A,4.15,3.15,4.51,3.94,19.6,Yeu
SV1469,Dang Duc Cuong,23DTH2B,6.7,6.59,6.75,6.68,7.3,Kha
SV1470,Huynh My Mai,23DTH2C,8.68,8.39,8.67,8.58,12.0,Xuat sac
